company,product,company_type,category,agent_surface,evidence_summary,evidence_url,protocol_or_invocation,verification_status,discovery_date,notes
All Hands AI,OpenHands,startup,coding-agent,coding_agent,Open-source coding agent formerly OpenDevin.,https://www.all-hands.dev/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Augment Code,Augment Code,startup,coding-agent,coding_agent,AI coding agent for large codebases.,https://www.augmentcode.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
JetBrains,Junie,established,coding-agent,coding_agent,JetBrains coding agent for IDE workflows.,https://www.jetbrains.com/junie/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
CodeRabbit,CodeRabbit,startup,code-review-agent,agent_product,AI code review agent for pull requests.,https://www.coderabbit.ai/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Lovable,Lovable,startup,app-building-agent,agent_product,AI app builder that turns prompts into software.,https://lovable.dev/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
StackBlitz,Bolt.new,startup,app-building-agent,agent_product,AI app-building agent in the browser.,https://bolt.new/,browser_automation,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Vercel,v0,established,app-building-agent,agent_product,AI UI and app generation agent from Vercel.,https://v0.dev/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Emergent,Emergent,startup,app-building-agent,agent_product,AI app builder that turns ideas into apps.,https://emergent.sh/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Rork,Rork,startup,mobile-app-agent,agent_product,AI agent for building mobile apps.,https://rork.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Tempo Labs,Tempo,startup,app-building-agent,agent_product,AI agent for product and frontend development.,https://www.tempo.new/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Manus,Manus,startup,general-purpose-agent,agent_product,"General-purpose AI agent for tasks such as slides, websites, development, and design.",https://manus.im/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Adept,ACT-1,startup,computer-use-agent,agent_product,Action Transformer agent research for using software tools.,https://www.adept.ai/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
MultiOn,MultiOn,startup,web-agent,agent_product,AI web agent for browsing and completing tasks.,https://www.multion.ai/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Induced AI,Induced AI,startup,browser-agent,browser_or_computer_use_agent,Browser agents for automating web workflows.,https://www.induced.ai/,browser_automation,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Skyvern,Skyvern,startup,browser-agent,browser_or_computer_use_agent,AI browser automation agent for web tasks.,https://www.skyvern.com/,browser_automation,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Browserbase,Browserbase,startup,browser-agent-infrastructure,browser_or_computer_use_agent,Infrastructure for browser agents and computer-use automation.,https://www.browserbase.com/,browser_automation,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Browser Use,Browser Use,startup,browser-agent-framework,browser_or_computer_use_agent,Open-source browser automation framework for AI agents.,https://browser-use.com/,browser_automation,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Puppeteer,Stagehand,startup,browser-agent-framework,browser_or_computer_use_agent,Browserbase framework for building browser agents.,https://www.browserbase.com/stagehand,browser_automation,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Hyperbrowser,HyperAgent,startup,browser-agent,browser_or_computer_use_agent,Web infrastructure and agent for browser automation.,https://www.hyperbrowser.ai/,browser_automation,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Perplexity,Comet,startup,browser-agent,browser_or_computer_use_agent,AI browser with agentic browsing capabilities.,https://www.perplexity.ai/comet,browser_automation,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Rabbit,Rabbit R1 / Large Action Model,startup,consumer-action-agent,agent_product,Consumer AI device and action model for task execution.,https://www.rabbit.tech/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Abridge,Abridge,startup,healthcare-agent,agent_product,Clinical AI documentation and workflow assistant.,https://www.abridge.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Ambience Healthcare,Ambience Healthcare,startup,healthcare-agent,agent_product,AI operating system and agents for clinicians.,https://www.ambiencehealthcare.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Nabla,Nabla Copilot,startup,healthcare-agent,agent_product,AI clinical assistant for documentation and care workflows.,https://www.nabla.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Hippocratic AI,Hippocratic AI agents,startup,healthcare-agent,agent_product,Safety-focused healthcare AI agents.,https://www.hippocraticai.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Tennr,Tennr,startup,healthcare-operations-agent,agent_product,AI agents for healthcare document and referral workflows.,https://www.tennr.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Anterior,Florence,startup,healthcare-agent,agent_product,AI clinical and administrative agents for healthcare payers.,https://www.anterior.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
EliseAI,EliseAI,startup,property-healthcare-agent,agent_product,"AI agents for housing, healthcare, and operations.",https://www.eliseai.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Harvey,Harvey,startup,legal-agent,agent_product,AI platform and agents for legal work.,https://www.harvey.ai/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
EvenUp,Claims Intelligence Platform,startup,legal-agent,agent_product,AI agents and workflow automation for personal injury law.,https://www.evenuplaw.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Thomson Reuters,CoCounsel,established,legal-agent,agent_product,Professional AI legal and tax assistant agent.,https://legal.thomsonreuters.com/en/c/cocounsel,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Norm Ai,Norm Ai,startup,compliance-agent,agent_product,AI agents for regulatory compliance.,https://www.norm.ai/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Legora,Legora,startup,legal-agent,agent_product,Collaborative AI platform for lawyers and legal workflows.,https://www.legora.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Hebbia,Hebbia Matrix,startup,research-agent,agent_product,AI agent for complex document and financial research.,https://www.hebbia.ai/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Perplexity,Perplexity Deep Research,startup,research-agent,agent_product,AI answer and research agent.,https://www.perplexity.ai/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
You.com,You.com ARI / agents,startup,research-agent,agent_product,AI search and research agents.,https://you.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Genspark,Genspark AI agents,startup,research-agent,agent_product,"AI agent engine for search, research, slides, and task execution.",https://www.genspark.ai/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Tavily,Tavily,startup,agent-search-api,agent_product,Search API built for AI agents.,https://tavily.com/,api,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Exa,Exa,startup,agent-search-api,agent_product,Search engine API for AI agents.,https://exa.ai/,api,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Firecrawl,Firecrawl,startup,agent-web-data,agent_product,Web data API for AI agents.,https://www.firecrawl.dev/,api,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Browserless,Browserless,startup,browser-agent-infrastructure,browser_or_computer_use_agent,Browser automation infrastructure used by agents.,https://www.browserless.io/,browser_automation,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Composio,Composio,startup,agent-tool-infrastructure,agent_product,Tool integration platform for AI agents.,https://composio.dev/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Arcade.dev,Arcade,startup,agent-tool-infrastructure,agent_product,"Tool calling, auth, and integrations for AI agents.",https://www.arcade.dev/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Pipedream,Pipedream Connect,startup,agent-integration-platform,agent_platform,Connect APIs and actions to AI agents.,https://pipedream.com/connect,api,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Smithery,Smithery,startup,mcp-registry-platform,mcp_or_agent_tooling,Registry and deployment platform for MCP servers used by agents.,https://smithery.ai/,mcp,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Klavis AI,Klavis AI,startup,mcp-agent-infrastructure,mcp_or_agent_tooling,Hosted MCP integration infrastructure for AI applications.,https://www.klavis.ai/,mcp,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Metorial,Metorial,startup,mcp-agent-infrastructure,mcp_or_agent_tooling,Managed MCP infrastructure for agent integrations.,https://metorial.com/,mcp,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Dedalus Labs,Dedalus Labs,startup,agent-runtime-platform,agent_platform,Compute substrate and SDK for AI agents and MCP tools.,https://dedaluslabs.ai/,mcp|sdk,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Blaxel,Blaxel,startup,agent-runtime-platform,agent_platform,Serverless platform for agent deployments and MCP hosting.,https://www.blaxel.ai/,mcp,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Langfuse,Langfuse,startup,agent-observability,agent_product,Open-source observability and evaluation for LLM apps and agents.,https://langfuse.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
LangSmith,LangSmith,startup,agent-observability,agent_product,"Observability, evaluation, and deployment platform for agents.",https://www.langchain.com/langsmith,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Arize AI,Phoenix,startup,agent-observability,agent_product,Open-source AI observability and evaluation for LLM agents.,https://phoenix.arize.com/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
Weights & Biases,W&B Weave,established,agent-observability,agent_product,Tracing and evaluation for LLM applications and agents.,https://wandb.ai/site/weave/,product_or_platform,agent_product_found,2026-06-11,Broad agent-company sourcing row; not an Arbor invokability claim unless protocol_or_invocation names MCP/A2A/API and a separate endpoint is verified.
