agent_id,display_name,provider,description,niche_guess,declared_a2a_endpoint,agent_card_url,card_location_type,protocol_version,agent_version,skill_count,skill_names,capabilities,auth_required,verification_status,verification_evidence,discovery_source,discovery_date,notes
"sentiment-analysis-ai-mcp","sentiment-analysis-ai-mcp","MEOK AI Labs","Sentiment Analysis Ai MCP Server by MEOK AI Labs","ProductivityPersonal/life-admin","https://proofof.ai/scorecard/sentiment-analysis-ai-mcp.html","https://raw.githubusercontent.com/CSOAI-ORG/sentiment-analysis-ai-mcp/main/.well-known/agent.json","live_well_known","0.2.0","1.0.6","4","Analyze Sentiment; Batch Analyze; Compare Sentiments; Extract Emotions","","none","verified_live_card","Repo card + live well-known confirmed at https://proofof.ai/.well-known/agent.json","CSOAI-ORG GitHub / MEOK AI Labs","2026-06-11","CSOAI-ORG / sentiment-analysis-ai-mcp"
"resume-parser-ai-mcp","resume-parser-ai-mcp","MEOK AI Labs","Resume Parser Ai MCP Server by MEOK AI Labs","EducationLearning/career-coaching","https://proofof.ai/scorecard/resume-parser-ai-mcp.html","https://raw.githubusercontent.com/CSOAI-ORG/resume-parser-ai-mcp/main/.well-known/agent.json","live_well_known","0.2.0","1.0.6","4","Parse Resume; Extract Skills; Match Job; Score Resume","","none","verified_live_card","Repo card + live well-known confirmed at https://proofof.ai/.well-known/agent.json","CSOAI-ORG GitHub / MEOK AI Labs","2026-06-11","CSOAI-ORG / resume-parser-ai-mcp"
"social-media-ai-mcp","social-media-ai-mcp","MEOK AI Labs","Social Media Ai MCP Server by MEOK AI Labs","ProductivityPersonal/calendar-optimize","https://proofof.ai/scorecard/social-media-ai-mcp.html","https://raw.githubusercontent.com/CSOAI-ORG/social-media-ai-mcp/main/.well-known/agent.json","live_well_known","0.2.0","1.0.6","5","Schedule Post; Generate Hashtags; Analyze Engagement; Plan Content Calendar; Get Audience Insights","","none","verified_live_card","Repo card + live well-known confirmed at https://proofof.ai/.well-known/agent.json","CSOAI-ORG GitHub / MEOK AI Labs","2026-06-11","CSOAI-ORG / social-media-ai-mcp"
"unit-converter-ai-mcp","unit-converter-ai-mcp","MEOK AI Labs","AI-powered unit converter ai MCP server for agents. Supports convert length, convert weight","PersonalFinance/budgeting","https://proofof.ai/scorecard/unit-converter-ai-mcp.html","https://raw.githubusercontent.com/CSOAI-ORG/unit-converter-ai-mcp/main/.well-known/agent.json","live_well_known","0.2.0","1.0.5","4","Convert Length; Convert Weight; Convert Temperature; Convert Currency Data","","none","verified_live_card","Repo card + live well-known confirmed at https://proofof.ai/.well-known/agent.json","CSOAI-ORG GitHub / MEOK AI Labs","2026-06-11","CSOAI-ORG / unit-converter-ai-mcp"
"dataprivacy-ai-mcp","dataprivacy-ai-mcp","MEOK AI Labs","Dataprivacy Ai MCP Server by MEOK AI Labs","LegalConsumer/contract-simplify","https://proofof.ai/scorecard/dataprivacy-ai-mcp.html","https://raw.githubusercontent.com/CSOAI-ORG/dataprivacy-ai-mcp/main/.well-known/agent.json","live_well_known","0.2.0","1.0.10","6","Classify Personal Data; Assess Lawful Basis; Generate Dpia; Check Data Transfer; Calculate Breach Severity; Generate Privacy Notice","","none","verified_live_card","Repo card + live well-known confirmed at https://proofof.ai/.well-known/agent.json","CSOAI-ORG GitHub / MEOK AI Labs","2026-06-11","CSOAI-ORG / dataprivacy-ai-mcp"
"air-ticketing-agent","Air Ticketing Agent","air_ticketing_agent.json","Helps book air tickets given a criteria","TravelHospitality/itinerary-planning","http://localhost:10103/","https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/a2a_mcp/agent_cards/air_ticketing_agent.json","repo_raw_card","1.0.0","1.0.0","1","Book Air Tickets","streaming, pushNotifications","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/a2a_mcp/agent_cards/air_ticketing_agent.json","a2aproject/a2a-samples GitHub","2026-06-11","air_ticketing_agent.json"
"car-rental-agent","Car Rental Agent","car_rental_agent.json","Helps book car rental","Automotive/buy-car-research","http://localhost:10105/","https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/a2a_mcp/agent_cards/car_rental_agent.json","repo_raw_card","1.0.0","1.0.0","1","Book Car Rental","streaming, pushNotifications","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/a2a_mcp/agent_cards/car_rental_agent.json","a2aproject/a2a-samples GitHub","2026-06-11","car_rental_agent.json"
"hotel-booking-agent","Hotel Booking Agent","hotel_booking_agent.json","Helps book hotels given a criteria","TravelHospitality/hotel-booking","http://localhost:10104/","https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/a2a_mcp/agent_cards/hotel_booking_agent.json","repo_raw_card","1.0.0","1.0.0","1","Book Hotels","streaming, pushNotifications","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/a2a_mcp/agent_cards/hotel_booking_agent.json","a2aproject/a2a-samples GitHub","2026-06-11","hotel_booking_agent.json"
"orchestrator-agent","Orchestrator Agent","orchestrator_agent.json","Orchestrates the task generation and execution","ProductivityPersonal/life-admin","http://localhost:10101/","https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/a2a_mcp/agent_cards/orchestrator_agent.json","repo_raw_card","1.0.0","1.0.0","1","Task Executor","streaming, pushNotifications","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/a2a_mcp/agent_cards/orchestrator_agent.json","a2aproject/a2a-samples GitHub","2026-06-11","orchestrator_agent.json"
"langraph-planner-agent","Langraph Planner Agent","planner_agent.json","Helps breakdown a request in to actionable tasks","ProductivityPersonal/calendar-optimize","http://localhost:10102/","https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/a2a_mcp/agent_cards/planner_agent.json","repo_raw_card","1.0.0","1.0.0","1","Task Planner","streaming, pushNotifications","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/a2a_mcp/agent_cards/planner_agent.json","a2aproject/a2a-samples GitHub","2026-06-11","planner_agent.json"
"currency-conversion-agent","Currency Conversion Agent","Example org","Currency Conversion Agent","PersonalFinance/budgeting","http://localhost:10999","https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/adk_currency_agent/src/currency_agent/agent_card.json","repo_raw_card","0.3.0","1.0.0","1","Perform Currency Conversion","streaming","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/a2aproject/a2a-samples/main/samples/python/agents/adk_currency_agent/src/currency_agent/agent_card.json","a2aproject/a2a-samples GitHub","2026-06-11","agent_card.json"
"documentation-agent","documentation-agent","inference-gateway/documentation-agent","A2A agent server that provides Context7-style documentation capabilities for your agents","EducationLearning/research-assistant-student","http://localhost:8080","https://raw.githubusercontent.com/inference-gateway/documentation-agent/main/.well-known/agent-card.json","repo_raw_card","0.3.0","0.2.32","1","library-documentation-lookup","streaming, stateTransitionHistory","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/inference-gateway/documentation-agent/main/.well-known/agent-card.json","inference-gateway GitHub org","2026-06-11","inference-gateway/documentation-agent"
"google-calendar-agent","google-calendar-agent","inference-gateway/google-calendar-agent","A Google Calendar A2A agent for AI assistants to interact with Google Calendar","ProductivityPersonal/calendar-optimize","","https://raw.githubusercontent.com/inference-gateway/google-calendar-agent/main/.well-known/agent-card.json","repo_raw_card","0.3.0","0.4.29","1","schedule-meeting","streaming","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/inference-gateway/google-calendar-agent/main/.well-known/agent-card.json","inference-gateway GitHub org","2026-06-11","inference-gateway/google-calendar-agent"
"grafana-agent","grafana-agent","inference-gateway/grafana-agent","A2A agent server for grafana dashboards automation tasks","ProductivityPersonal/life-admin","","https://raw.githubusercontent.com/inference-gateway/grafana-agent/main/.well-known/agent-card.json","repo_raw_card","0.3.0","0.2.2","2","promql; dashboarding","streaming","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/inference-gateway/grafana-agent/main/.well-known/agent-card.json","inference-gateway GitHub org","2026-06-11","inference-gateway/grafana-agent"
"n8n-agent","n8n-agent","inference-gateway/n8n-agent","A2A agent server specialized in generating and automating n8n workflows","ProductivityPersonal/life-admin","","https://raw.githubusercontent.com/inference-gateway/n8n-agent/main/.well-known/agent-card.json","repo_raw_card","0.3.0","0.2.7","1","n8n-workflow-generation","streaming","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/inference-gateway/n8n-agent/main/.well-known/agent-card.json","inference-gateway GitHub org","2026-06-11","inference-gateway/n8n-agent"
"rust-a2a-input-required-agent","Rust A2A Input-Required Agent","Inference Gateway","A2A server demonstrating the TaskStateInputRequired state flow with a non-LLM handler","TravelHospitality/local-experiences","http://localhost:8087","https://raw.githubusercontent.com/inference-gateway/rust-adk/main/examples/input-required/server/.well-known/agent.json","repo_raw_card","0.2.6","0.1.0","1","weather-lookup","streaming","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/inference-gateway/rust-adk/main/examples/input-required/server/.well-known/agent.json","inference-gateway GitHub org","2026-06-11","inference-gateway/rust-adk example"
"infergonka","inferGONKA","gonka-agent-card (live: a2a.gogonka.com)","Spend less. Build more. — inferGONKA connects AI agents to Gonka Network, a decentralized inference network where compute is cheap because it's distributed, not corporate. Prices update in real time —","ShoppingRetail/price-tracking","https://a2a.gogonka.com/messages","https://raw.githubusercontent.com/bystray/gonka-agent-card/main/agent.json","live_well_known","0.3.0","1.3.0","4","Free Trial Inference Key — 100K Tokens, No Registration; Inference Cost Calculator; Trial Ended — Guide User to Register; Register — Get 12M nGNK Free, No Credit Card","pushNotifications","none","verified_live_card","Repo card + live well-known confirmed at https://a2a.gogonka.com/.well-known/agent-card.json","v1 verified corpus","2026-06-11","gonka-agent-card (live: a2a.gogonka.com)"
"agent-revenue-copilot","Agent Revenue Copilot","Olddun","A $9.90 starter audit for AI agents and operators that need legal earning-route discovery, failed-route filtering, payout verification, and x402/MCP monetization guidance.","HomeFamily/pet-care","https://champion-penetration-geographic-danny.trycloudflare.com/a2a","https://raw.githubusercontent.com/Olddun/earn10-clawtasks-deliverables/main/.well-known/agent-card.json","repo_raw_card","1.0","0.1.49","3","Rank legal agent earning routes; Verify payout before declaring success; Set up an agent-owned inbox","","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/Olddun/earn10-clawtasks-deliverables/main/.well-known/agent-card.json","v1 verified corpus","2026-06-11","earn10-clawtasks"
"anzai","AnZai","AnZai Digital","AnZai is a digital persona agent capable of full-stack software development, knowledge management, content creation, strategic planning, task orchestration, and bilingual communication (Chinese/Englis","HomeFamily/pet-care","https://anzai-agent.onrender.com","https://raw.githubusercontent.com/ximen120/anzai-agent/main/.well-known/agent-card.json","repo_raw_card","1.0.0","1.0.0","7","全栈软件开发; Agent 生态研究; 知识体系管理; 内容创作与自媒体运营; 战略规划与任务编排; 自动化运营; 中英双语沟通","","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/ximen120/anzai-agent/main/.well-known/agent-card.json","v1 verified corpus","2026-06-11","anzai-agent"
"sixpercent","SIXPERCENT","SIXPERCENT","AI-powered real estate platform. $995 flat fee to sell your home — no 6% commission. Matches buyers and sellers using AI. Covers US and Costa Rica.","RealEstate/listing-description","https://api.sixpercent.ai/api","https://raw.githubusercontent.com/sixpercent-agent/sixpercent-agent/main/agent-card.json","repo_raw_card","0.3.0","1.0.0","4","Property Search; Buyer Matching; Seller Listing; Market Analysis","","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/sixpercent-agent/sixpercent-agent/main/agent-card.json","v1 verified corpus","2026-06-11","sixpercent-agent"
"meok-aaif-agent-card-mcp","meok-aaif-agent-card-mcp","MEOK AI Labs","MEOK AAIF Agent Card MCP — Linux Foundation AAIF agent identity bridge. Issues + verifies +","PersonalFinance/tax-prep-assistant","https://proofof.ai/scorecard/meok-aaif-agent-card-mcp.html","https://raw.githubusercontent.com/CSOAI-ORG/meok-aaif-agent-card-mcp/main/.well-known/agent.json","live_well_known","0.2.0","1.0.1","7","Issue Agent Card; Publish Card; Verify Card; Bridge A2A To Aaif; Bridge Oasf To Aaif; List Capability Taxonomy; Sign Card Chain","","none","verified_live_card","Repo card + live well-known confirmed at https://proofof.ai/.well-known/agent.json","v1 verified corpus","2026-06-11","meok-aaif-agent-card"
"terminator2","Terminator2","Terminator2 / marbinner","Autonomous prediction market agent and prophet of The Convergence. Trades on Manifold Markets and Moltbook. Specializes in AI, policy, economics, and science forecasting. Founded The Convergence — a s","ProductivityPersonal/life-admin","https://terminator2-agent.github.io","https://raw.githubusercontent.com/terminator2-agent/terminator2-agent.github.io/main/.well-known/agent.json","live_well_known","0.3.0","1.1.0","4","Prediction Market Trading; Probabilistic Forecasting; Market Analysis; The Convergence","","none","verified_live_card","Repo card + live well-known confirmed at https://terminator2-agent.github.io/.well-known/agent-card.json","GitHub search","2026-06-11","terminator2-agent"
"mythos-jr-mjr","Mythos Jr (MJR)","m2ai-portfolio","Non-initiating defensive cybersecurity specialist. Three skills only: vulnerability triage, patch verification, safe exploit reproduction. Refuses all out-of-scope requests. Refuses host-role invocati","HomeFamily/pet-care","http://localhost:8080/a2a/jsonrpc","https://raw.githubusercontent.com/m2ai-portfolio/mythos-jr/main/.well-known/agent.json","repo_raw_card","0.3.0","1.0.0","3","Vulnerability Triage; Patch Verification; Safe Exploit Reproduction","streaming, stateTransitionHistory","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/m2ai-portfolio/mythos-jr/main/.well-known/agent.json","GitHub search","2026-06-11","m2ai-portfolio/mythos-jr"
"polymath","Polymath","DNAi Systems","AI Mathematical and Scientific Verification Intelligence. Truth Through Proof. The Renaissance ideal of mastery across all domains. Proof verification, statistical checking, and cross-domain synthesis","HomeFamily/pet-care","https://api.askasha.org/a2a/v1","https://raw.githubusercontent.com/EndlessRay/polymath-a2a/main/agent-card.json","live_well_known","1.0","1.0.0","4","Proof Verification; Statistical Analysis Check; Scientific Explanation; Cross-Domain Synthesis","","oauth","verified_live_card","Repo card + live well-known confirmed at https://api.askasha.org/.well-known/agent-card.json","GitHub search","2026-06-11","EndlessRay/polymath-a2a"
"harley","Harley","DNAi Systems","AI Fitness Coaching Intelligence. Named after a pitbull: loyal, strong, never quits. Workout design, exercise science, nutrition coaching, and client management for personal trainers.","SportsOutdoors/workout-plans","https://api.askasha.org/a2a/v1","https://raw.githubusercontent.com/EndlessRay/harley-a2a/main/agent-card.json","live_well_known","1.0","2.0.0","5","Workout Design; Exercise Lookup; Nutrition Coaching; Client Assessment; Program Builder","","oauth","verified_live_card","Repo card + live well-known confirmed at https://api.askasha.org/.well-known/agent-card.json","GitHub search","2026-06-11","EndlessRay/harley-a2a"
"groupchat-coordination-agent","GroupChat Coordination Agent","AlphaAgents Financial","Multi-agent coordination and debate facilitator for equity research. Orchestrates collaboration between specialized financial analysis agents (Fundamental, Sentiment, and Valuation) to generate compre","PersonalFinance/investment-education","http://0.0.0.0:3000/","https://raw.githubusercontent.com/c-daniele/alpha-agents-a2a/main/agents/groupchat-agent/groupchat-agent-card.json","repo_raw_card","0.3.0","1.0.0","5","Multi-Agent Collaboration Coordination; Agent Debate and Consensus Building; Multi-Perspective Analysis Consolidation; Risk Profile Adaptation and Customization; Decision Reasoning and Audit Trail","streaming, pushNotifications, stateTransitionHistory","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/c-daniele/alpha-agents-a2a/main/agents/groupchat-agent/groupchat-agent-card.json","GitHub search","2026-06-11","alpha-agents/groupchat"
"valuation-analysis-agent","Valuation Analysis Agent","AlphaAgents Financial","Specialized agent for stock valuation and technical analysis. Automatically collect and analyzes historical stock prices, trading volumes, volatility patterns, and valuation trends to assess whether s","HomeFamily/pet-care","http://0.0.0.0:3001/","https://raw.githubusercontent.com/c-daniele/alpha-agents-a2a/main/agents/valuation-agent/valuation-agent-card.json","repo_raw_card","0.3.0","1.0.0","4","Technical Valuation Analysis; Volatility and Risk Metrics Calculation; Comparative Valuation Analysis; Portfolio Allocation and Timing Analysis","streaming, pushNotifications, stateTransitionHistory","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/c-daniele/alpha-agents-a2a/main/agents/valuation-agent/valuation-agent-card.json","GitHub search","2026-06-11","alpha-agents/valuation"
"atelier-fixer","atelier_fixer","Manzela","Analyzes gate failures and low axis scores and proposes a FixerDirective (mutations + prompt amendments) for the next iteration.","CreativeHobbies/art-prompt","https://atelier.autonomous-agent.dev/.well-known/agents/fixer/agent-card.json","https://raw.githubusercontent.com/Manzela/Atelier/main/atelier-core/agent_cards/fixer.agent-card.json","live_well_known","0.3.0","0.2.0a0","1","Fix Directive","stateTransitionHistory","none","verified_live_card","Repo card + live well-known confirmed at https://atelier.autonomous-agent.dev/.well-known/agent-card.json","GitHub search","2026-06-11","Atelier/fixer"
"visualqacritic","VisualQACritic","Manzela","Advisory visual-quality read (rhythm, hierarchy, balance) — never gates.","CreativeHobbies/art-prompt","https://atelier.autonomous-agent.dev/.well-known/agents/critic_visualqacritic/agent-card.json","https://raw.githubusercontent.com/Manzela/Atelier/main/atelier-core/agent_cards/critic_visualqacritic.agent-card.json","live_well_known","0.3.0","0.2.0a0","1","VisualQACritic","stateTransitionHistory, multiTurn","none","verified_live_card","Repo card + live well-known confirmed at https://atelier.autonomous-agent.dev/.well-known/agent-card.json","GitHub search","2026-06-11","Atelier/visualqacritic"
"accessibilitycritic","AccessibilityCritic","Manzela","Audits the design for WCAG 2.2 AA issues (contrast, semantics, ARIA, focus order).","ProductivityPersonal/focus-pomodoro","https://atelier.autonomous-agent.dev/.well-known/agents/critic_accessibilitycritic/agent-card.json","https://raw.githubusercontent.com/Manzela/Atelier/main/atelier-core/agent_cards/critic_accessibilitycritic.agent-card.json","live_well_known","0.3.0","0.2.0a0","1","AccessibilityCritic","stateTransitionHistory, multiTurn","none","verified_live_card","Repo card + live well-known confirmed at https://atelier.autonomous-agent.dev/.well-known/agent-card.json","GitHub search","2026-06-11","Atelier/accessibilitycritic"
"visual-clarity-judge-flash-embedding","Visual Clarity Judge (Flash + Embedding)","Manzela","D-O-R-A-V visual_clarity judge: scores candidates on the visual_clarity axis (fail-soft to a heuristic scorer when Vertex is down).","ProductivityPersonal/life-admin","https://atelier.autonomous-agent.dev/.well-known/agents/judge_visual_clarity/agent-card.json","https://raw.githubusercontent.com/Manzela/Atelier/main/atelier-core/agent_cards/judge_visual_clarity.agent-card.json","live_well_known","0.3.0","0.2.0a0","1","D-O-R-A-V Visual Clarity Judge","stateTransitionHistory, multiTurn","none","verified_live_card","Repo card + live well-known confirmed at https://atelier.autonomous-agent.dev/.well-known/agent-card.json","GitHub search","2026-06-11","Atelier/judge-visual-clarity"
"applicant-agent","Applicant Agent","AgentInterOp/applicant","FHIR-enabled applicant agent for healthcare benefits eligibility processing","HomeFamily/pet-care","","https://raw.githubusercontent.com/aks129/AgentInterOp/main/app/cards/applicant-agent-card.json","repo_raw_card","0.2.9","","1","bcse_eligibility_application","streaming, protocols, fhir","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/aks129/AgentInterOp/main/app/cards/applicant-agent-card.json","GitHub search","2026-06-11","AgentInterOp/applicant"
"administrator-agent","Administrator Agent","AgentInterOp/administrator","BCS-E eligibility decision agent with FHIR validation and artifact generation","HealthWellness/telehealth-scheduling","","https://raw.githubusercontent.com/aks129/AgentInterOp/main/app/cards/administrator-agent-card.json","repo_raw_card","0.2.9","","1","bcse_eligibility_determination","streaming, protocols, fhir","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/aks129/AgentInterOp/main/app/cards/administrator-agent-card.json","GitHub search","2026-06-11","AgentInterOp/administrator"
"hr-resume-screener","hr-resume-screener","redhat-et/docsclaw hr","Screens resumes against job requirements and produces scored rankings","EducationLearning/career-coaching","http://hr-worker:8000","https://raw.githubusercontent.com/redhat-et/docsclaw/main/demo/batch/hr/agent-card.json","repo_raw_card","0.3.0","1.0.0","1","Resume Screening","","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/redhat-et/docsclaw/main/demo/batch/hr/agent-card.json","GitHub search","2026-06-11","redhat-et/docsclaw hr"
"security-analyst","security-analyst","redhat-et/docsclaw security","Triages vulnerability scan findings against asset inventory and SLA requirements","HealthWellness/symptom-triage","http://security-analyst:8000","https://raw.githubusercontent.com/redhat-et/docsclaw/main/demo/batch/security/agent-card.json","repo_raw_card","0.3.0","1.0.0","1","Vulnerability Triage","","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/redhat-et/docsclaw/main/demo/batch/security/agent-card.json","GitHub search","2026-06-11","redhat-et/docsclaw security"
"jeju-futarchy-governance","Jeju Futarchy Governance","JejuNetwork/governance","Market-based governance using prediction markets for parameter decisions","LegalConsumer/contract-simplify","","https://raw.githubusercontent.com/JejuNetwork/jeju/main/apps/gateway/public/.well-known/governance-agent-card.json","repo_raw_card","0.3.0","1.0.0","4","Get Active Governance Quests; Get Voting Power; Create Governance Quest; Vote on Quest","governance, futarchy, predictionMarkets","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/JejuNetwork/jeju/main/apps/gateway/public/.well-known/governance-agent-card.json","GitHub search","2026-06-11","JejuNetwork/governance"
"jeju-factory","Jeju Factory","Jeju Network","Developer coordination hub - bounties, jobs, git, packages, containers, models, project management","ProductivityPersonal/life-admin","/api/a2a","https://raw.githubusercontent.com/JejuNetwork/jeju/main/apps/factory/public/agent-card.json","repo_raw_card","0.3.0","1.0.0","23","List Repositories; Get Repository; Create Repository; List Issues; Create Issue; List Pull Requests; Create Pull Request; Search Packages; Get Package; Publish Package; Search Models; Get Model; Download Model; Search Datasets; Get Dataset; List Bounties; Create Bounty; List CI Runs; Trigger Workflow; List Agents; Deploy Agent; Get Feed; Post Cast","pushNotifications, stateTransitionHistory","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/JejuNetwork/jeju/main/apps/factory/public/agent-card.json","GitHub search","2026-06-11","JejuNetwork/factory"
"psy-session","Psy Session","Safety Quotient Lab","Interactive psychology session — human operator via Claude Code on Mac","EducationLearning/research-assistant-student","https://psy-session.safety-quotient.dev","https://raw.githubusercontent.com/safety-quotient-lab/psychology-agent/main/.well-known/psy-session.agent-card.json","repo_raw_card","1.0.0","2.0.0","6","Text Analysis; PSQ Scoring; Research Consultation; Epistemic Review; Interagent Protocol; Cognitive Architecture Template","stateTransitionHistory","oauth","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/safety-quotient-lab/psychology-agent/main/.well-known/psy-session.agent-card.json","GitHub search","2026-06-11","psychology-agent"
"agents-txt-reference-agent","agents.txt Reference Agent","agents.txt contributors","A reference A2A agent demonstrating the AgentCard discovery path declared by the agents.txt standard. Knows the spec, can describe directives, validate files, and point clients at the live MCP tools s","ProductivityPersonal/life-admin","https://agents-txt.com/a2a","https://raw.githubusercontent.com/agents-txt/agents-txt/main/app/site/public/.well-known/agent-card.json","live_well_known","0.2","1.0.0","4","Explain an agents.txt directive; Validate agents.txt and agents.json; Explain an announced payment protocol; Summarize a site's agent capabilities","extensions","none","verified_live_card","Repo card + live well-known confirmed at https://agents-txt.com/.well-known/agent-card.json","GitHub search","2026-06-11","agents-txt"
"sample-agent","Sample Agent","MERC13/sample-agent","For Agent Programming Exercise","SportsOutdoors/workout-plans","http://localhost:3000","https://raw.githubusercontent.com/MERC13/sample-agent/main/.well-known/agent-card.json","repo_raw_card","0.3.0","1.0.0","5","General Question Answering; Tool Execution; Image Understanding; Code Execution; Persistent Memory","stateTransitionHistory","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/MERC13/sample-agent/main/.well-known/agent-card.json","GitHub search","2026-06-11","MERC13/sample-agent"
"styxx","styxx","Fathom Lab","Cognitive vitals for language models. Reads logprobs, classifies cognitive state (reasoning, retrieval, refusal, creative, adversarial, hallucination), and returns a pass/warn/fail gate.","TravelHospitality/local-experiences","https://fathom.darkflobi.com/styxx","https://raw.githubusercontent.com/heyzoos123-blip/styxx/main/.well-known/agent-card.json","repo_raw_card","0.3","3.4.0","4","Observe cognitive vitals; Verify response trustworthiness; Classify trajectory shape; Cognitive weather report","","none","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/heyzoos123-blip/styxx/main/.well-known/agent-card.json","GitHub search","2026-06-11","styxx"
"cognovamx","CogNovaMX","CogNovaMX","Machine Experience consultancy — strategy, advisory, training, and audit services that make web content readable by AI agents. Publisher of MX: The Intro, MX: The Handbook, and MX: The Protocols.","ProductivityPersonal/life-admin","https://mx.allabout.network","https://raw.githubusercontent.com/Digital-Domain-Technologies-Ltd/MX-outputs/main/mx-site/.well-known/agent-card.json","live_well_known","0.3.0","1.0.0","3","MX Audit; MX Strategy; MX Training","","none","verified_live_card","Repo card + live well-known confirmed at https://mx.allabout.network/.well-known/agent-card.json","GitHub search","2026-06-11","MX-outputs"
"tikvid","TikVid","TikVid","Open social video platform for AI agents. TikTok-style short-form content creation, sharing, and discovery — built exclusively for autonomous AI agents.","EntertainmentMedia/movie-picker","https://tikvid.clickdrop.online","https://raw.githubusercontent.com/liortesta/tikvid/main/public/.well-known/agent-card.json","repo_raw_card","0.3.0","2.0.0","6","Register Agent; Post Video; Browse Feed; Social Interaction; Search; Trust & Reputation","streaming, stateTransitionHistory","oauth","verified_repo_card","Fetched parseable Agent Card JSON from raw GitHub URL https://raw.githubusercontent.com/liortesta/tikvid/main/public/.well-known/agent-card.json","GitHub search","2026-06-11","tikvid"
"ask-jody","Ask Jody","Jody Brewster","Read-only A2A surface over Jody Brewster's published writing on AI experience architecture. Speaks in third person (he/him) about a body of work, not as the author. Refuses questions outside the corpu","CreativeHobbies/creative-writing-hobby","https://jodybrewster.dev/api/a2a","https://raw.githubusercontent.com/jodybrewster/jodybrewster.dev/main/public/.well-known/agent-card.json","live_well_known","0.2.0","0.1.0","3","Discuss Jody's writing; Discuss Jody's practice and collaboration style; Recommend essays for a topic","","oauth","verified_live_card","Repo card + live well-known confirmed at https://jodybrewster.dev/.well-known/agent-card.json","GitHub search","2026-06-11","jodybrewster.dev"
"product-catalog-agent","product_catalog_agent","AIAgentsIntensive","External vendor's product catalog agent that provides product information and availability.","HomeFamily/pet-care","https://ai-agents-intensive.vercel.app","https://raw.githubusercontent.com/esk000/AIAgentsIntensive/main/public/.well-known/agent-card.json","live_well_known","0.3.0","0.0.1","2","model; get_product_info","","none","verified_live_card","Repo card + live well-known confirmed at https://ai-agents-intensive.vercel.app/.well-known/agent-card.json","GitHub search","2026-06-11","AIAgentsIntensive"
