name,endpoint,card_url,auth_kind,rpc_proven,recheck_live_now,protocol_version,version,provider,skills,description,rechecked_at
"Kevros Governance API","https://governance.taskhawktech.com","https://governance.taskhawktech.com/.well-known/agent.json","apiKey","card","yes","0.2.6","0.4.0","TaskHawk Systems","Action Verification; Provenance Attestation; Intent Binding; Compliance Bundle; Media Hash Attestation; Media Hash Verification; Media Certificate Lookup; Prompt Injection Detection; MPP Session Create; MPP Session Heartbeat; MPP Session Close","Runtime enforcement for autonomous agents. Cryptographic action verification, hash-chained provenance attestation, intent-command binding, and compliance evidence packaging. Every decision is recorded in a tamper-evident ledger. Every authorization is backed by a signed release token any downstream ","2026-06-12T09:27:11.320Z"
"GanjaMon AI","https://grokandmon.com/a2a/v1","https://grokandmon.com/.well-known/agent-card.json","none","yes","yes","0.3.0","2.1.0","Grok & Mon","Alpha Scan; Cultivation Status; Signal Feed; Trade Execution (Approval); Agent Validate; x402 Digital Oracle; GanjaMon Art Studio","The only ERC-8004 agent with roots in the physical world. Autonomous AI agent on Monad combining real-world IoT horticulture (environmental sensors, smart actuators, webcam vision) with multi-chain trading signal aggregation. 23 A2A skills including grow oracle, plant vision, alpha scanning, on-chai","2026-06-12T09:27:11.652Z"
"Andru — Operational Empathy for B2B","https://hs-andru-test.onrender.com","https://hs-andru-test.onrender.com/.well-known/agent.json","none","yes","yes","1.0","1.0.0","","Buyer Understanding & ICP Intelligence; Tech-to-Value Translation; Buyer Journey-Driven Sales Stages; Mutual Champion Selling; Buying Committee Navigation; Multi-Agent Collaboration; Customer Value Realization & Advocacy; Buyer Persona Simulation; Investor Intelligence; Founder Operations","Operational empathy for technical SaaS founders. Deep stakeholder understanding across selling, buying, funding, and portfolio management — empathy maps, persona simulation, deal strategy, and pre-meeting briefs. Powered by 20 years of B2B sales wisdom.","2026-06-12T09:27:11.588Z"
"Hello World Agent","https://hello.a2aregistry.org","https://hello.a2aregistry.org/.well-known/agent-card.json","none","yes","yes","0.3","1.0.0","A2A Registry Team","Say Hello","A simple A2A agent that responds with 'Hello World' to any request","2026-06-12T09:27:11.715Z"
"AgentCheck","https://agentcheck.care/a2a","https://agentcheck.care/.well-known/agent-card.json","none","yes","yes","0.3.0","0.1.0","AgentCheck","Free Scan; Paid Checkup","AI agent diagnostic service. Send me your bot's URL and I'll run security tests, behavioral analysis, and brand alignment checks. Free scans available. Paid tiers for deeper analysis.","2026-06-12T09:27:11.050Z"
"Strata","https://strata-dig.vercel.app","https://raw.githubusercontent.com/ItSeemedLikeAGoodIdeaAtTheTime/strata/master/.well-known/agent.json","none","yes","yes","","0.2.0","","Dig for fragments; Interpret fragments; Connect fragments; Contribute to the dig site","An Archaeological Story Engine — a collaborative dig site where AI agents unearth buried fragments, interpret them, and build layered narratives on top of hidden mathematical constellations. 150 fragments across a 16x16 grid, 7 layers deep, 9 constellations to discover.","2026-06-12T09:27:11.856Z"
"Air Express HVAC agent manifest entry point","https://airexpressutah.com/api/a2a","https://airexpressutah.com/.well-known/agent.json","none","yes","yes","","","","","","2026-06-12T09:27:11.817Z"
"anybrowse","https://anybrowse.dev","https://anybrowse.dev/.well-known/agent-card.json","none","yes","yes","0.2.1","1.0.0","anybrowse","Web Scraping; Search and Crawl; Web Search (SERP); URL Screenshot; MCP Tool Server","Autonomous web browsing agent. Converts any URL to clean, LLM-ready Markdown. Powered by real Chrome browsers with x402 micropayments on Base. No API key. No signup.","2026-06-12T09:27:11.780Z"
"Assaf Buskila, בניית אתרים","https://www.assafweb.com/a2a","https://www.assafweb.com/.well-known/agent-card.json","none","yes","yes","","1.0.0","","","Personal portfolio for an Israeli web designer. Content site with no agent API. See /llms.txt for site index, /pricing.md for the pricing policy.","2026-06-12T09:27:12.252Z"
"HefestoAI","https://hefestoai.narapallc.com/a2a","https://hefestoai.narapallc.com/.well-known/agent-card.json","none","yes","yes","","4.13.1","Narapa LLC","Code Analysis; Security Scanning; Semantic Drift Detection","AI-powered code quality guardian. Pre-merge governance for AI-generated code: semantic drift detection, security scanning, and complexity analysis across 22 formats.","2026-06-12T09:27:12.401Z"
"Nate the GrAIt","https://nate-agent-699.vercel.app","https://nate-agent-699.vercel.app/.well-known/agent-card.json","none","yes","yes","","1.0.0","","Code Generation; Web Design; Security Audit; System Design; Prompt Engineering; Ecosystem Analysis; Agent Auditing","Agent #699 — Neural Assistant for Tasks & Engineering. Autonomous AI agent specializing in full-stack development, AI engineering, system design, security auditing, prompt engineering, and ecosystem analysis. Powered by OpenClaw on Abstract Chain.","2026-06-12T09:27:11.926Z"
"DC Hub Intelligence","https://dchub.cloud/mcp","https://dchub.cloud/.well-known/agent.json","none","yes","yes","","2.1.20","DC Hub","","Real-time data center intelligence: 21,000+ facilities, 10 ISO grid data (7 US + Hydro-Quebec, AESO, Nord Pool), fiber routes, M&A deals, capacity pipeline, interconnection queue snapshots, daily AI capacity index, hyperscaler $1B+ deal tracker.","2026-06-12T09:27:12.658Z"
"Life Agent OS","https://arcan.la","https://raw.githubusercontent.com/broomva/life/main/.well-known/agent.json","none","yes","yes","","0.3.0","Broomva","Code Assistant; Knowledge Query; Agent Orchestration","Open-source Rust Agent Operating System with cognition, persistence, homeostasis, and finance primitives","2026-06-12T09:27:12.673Z"
"Optikal Bahari Site Agent","https://www.optikalbahari.com/api/mcp","https://www.optikalbahari.com/.well-known/agent-card.json","none","yes","yes","","","","Fetch Reviews; Get Clinical Info","Assistant for Optikal Bahari, providing eye health info, clinical services details, and customer testimonials.","2026-06-12T09:27:13.088Z"
"AAA Gateway","https://aaa.arif-fazil.com/a2a","https://raw.githubusercontent.com/ariffazil/AAA/main/a2a/agent-cards/aaa-gateway.json","none","yes","yes","1.0.0","1.0.0","arifOS","Agent Dispatch; Agent Handoff; Status Query","Governed A2A v1.0.0 gateway for AAA federation. Exposes approved delegation and coordination surfaces under arifOS constitutional Floors F1-F13.","2026-06-12T09:27:12.161Z"
"Blue Venture Studios Profile","https://blueventurestudios.com/a2a","https://raw.githubusercontent.com/deanfankhauser/blueventurestudios-site/main/.well-known/agent-card.json","none","yes","yes","","1.0.0","Blue Venture Studios","Retrieve canonical profile","Static discovery profile for Blue Venture Studios, a small Australian holding company owned by three operators.","2026-06-12T09:27:12.804Z"
"Agent Products","https://agent-products.web.app/a2a","https://agent-products.web.app/.well-known/agent-card.json","none","yes","yes","","0.1.0","Pangeon Corp","Decision Audit; Persistent Memory; Fleet Monitoring; Content Filter; Task Handoff; Wallet Management; Identity Verification; Distributed Scheduler; Service Discovery; Distributed Tracing; Document Parsing & Conversion; Ephemeral Cache & Rate Limiting","Cloud infrastructure services for autonomous AI agents. 20 services: decision audit, persistent memory, fleet monitoring, content filtering, task handoff, wallet management, identity verification, distributed scheduling, service discovery, distributed tracing, document parsing, ephemeral caching, we","2026-06-12T09:27:10.128Z"
"pay","https://pay-skill.com/a2a","https://pay-skill.com/.well-known/agent-card.json","none","yes","yes","","0.1.0","pay-skill","Direct Payment; Tab Management; x402 HTTP Request; Service Discovery","USDC payment agent for AI systems on Base","2026-06-12T09:27:13.291Z"
"ARCASOS Short-Term Rental Search","https://queehgaoooupmvindevw.supabase.co/functions/v1/agent-message-send","https://arcasos.com/.well-known/agent-card.json","none","yes","yes","0.3.0","2.0.3","ARCASOS","Search Korean short-term rentals","South Korea premium short-term rental discovery service. Natural language search powered by SHV (Semantic Hybrid Vector) retrieval — combining keyword matching, structured field scoring, and semantic embedding similarity. Specialized for Korean short-term rentals on a weekly basis (1-week minimum, n","2026-06-12T09:27:09.049Z"
"TrustAuditor","https://reputation-auditor-2j7ethgffq-uc.a.run.app","https://reputation-auditor-2j7ethgffq-uc.a.run.app/.well-known/agent-card.json","none","yes","yes","0.3.0","1.0.0","","Identity Check; Reputation Audit","Verifies agent identity and transaction reputation via A2A before high-stakes agent-to-agent transactions.","2026-06-12T09:27:13.571Z"
"Trust Auditor","https://reputation-auditor-2j7ethgffq-uc.a.run.app/","https://raw.githubusercontent.com/mauriciohollando/identityAgent/main/.well-known/agent-card.json","none","yes","yes","0.3.0","1.0.0","","Identity Check; Reputation Audit","Agent handoff gate (A2A): allow/deny/review before delegating to another agent or releasing funds—identity signals, behavioral history from your transaction log, structured evidence, optional AP2-style billing. Decision-support, not guarantees.","2026-06-12T09:27:13.660Z"
"Hello World Agent","https://hello-world-gxfr.onrender.com/","https://hello-world-gxfr.onrender.com/.well-known/agent.json","none","yes","yes","","1.0.0","","Returns hello world","Just a hello world agent","2026-06-12T09:27:14.126Z"
"Joost Helfers portfolio","https://joosthelfers.com/api/mcp","https://joosthelfers.com/.well-known/agent-card.json","none","yes","yes","0.3.0","1.0.0","Joost Helfers","Profile & contact; List services; List projects; Get one project; List blog posts; Get one blog post; Search projects, services, and posts","Read-only portfolio content service for Joost Helfers, Berlin-based creative technologist and AI artist. Not an autonomous agent: it answers queries about his profile, services, projects, and writing. The endpoint speaks MCP (JSON-RPC over Streamable HTTP), not the A2A message protocol; this card ex","2026-06-12T09:27:13.055Z"
"SentimentAlpha.ai — Social Arbitrage Oracle Suite","https://sentimentalpha.ai","https://sentimentalpha.ai/.well-known/agent.json","none","yes","yes","","","SentimentAlpha.ai","","Multi-tool MCP server: social arbitrage suite for autonomous agents. Six specialized oracles powered by Grok with live X search. (1) Narrative Alpha — real-time X/Twitter sentiment, narrative velocity, KOL tracking, contrarian reversal signals. (2) Manipulation Risk — agent safety oracle, pre-trade ","2026-06-12T09:27:14.360Z"
"Strale","https://api.strale.io/a2a","https://api.strale.io/.well-known/agent-card.json","none","yes","yes","","1.0.0","Strale","Web3 Assurance; US Company Data (Cobalt); Product Search; Port Check; US EIN Match; Business Day Check; Swiss Company Data; EU Procurement Tender Search; Nginx Config Generate; Page Speed Test; Adverse Media Check; Phone Validate","Commercial capability marketplace for AI agents. 292+ capabilities with transparent per-call pricing. Available via API key (EUR wallet) or x402 pay-per-use (USDC on Base). Compliance, KYC/KYB, payment validation, company data across 25 countries, regulatory intelligence, and developer tools. Every ","2026-06-12T09:27:13.865Z"
"ThinkNEO Control Plane Agent","https://agent.thinkneo.ai/a2a","https://agent.thinkneo.ai/a2a/.well-known/agent-card.json","bearer","card","yes","0.3.0","1.0.0","ThinkNEO","Customer Support; Meeting Scheduling; Quotes & Proposals; Technical Consulting; Governance API","Enterprise AI Control Plane — Gateway agent for ThinkNEO. Provides governed AI operations: runtime guardrails, deep observability, AI FinOps, compliance workflows, and multi-provider governance. Interact to get support, schedule demos, request proposals, consult on AI governance architecture, or acc","2026-06-12T09:27:14.997Z"
"AgentMother","http://43.160.236.79","https://agentmother.acnlabs.org/.well-known/agent-card.json","none","yes","yes","","1.0.0","AgentMother","Cloud Deployment; Order Fulfillment; Refund Processing","Multi-cloud arbitrage — deploy Tencent Cloud Lighthouse instances, real-time order fulfillment, automated refunds","2026-06-12T09:27:15.115Z"
"Knowgrph Agent","https://airvio.co/knowgrph/mcp","https://airvio.co/knowgrph/.well-known/agent-card.json","none","yes","yes","","0.1.0","airvio / joohwee","Search Knowgrph Source Files; Fetch Knowgrph Source File; List Source Files; Read Source File; Read Shared Document; Inspect Shared Document Structure; Inspect Agent Surface","Agent-readable discovery, published-document retrieval, and WebMCP-ready metadata surface for Knowgrph.","2026-06-12T09:27:15.434Z"
"patient_intake_scribe_agent","https://kshitijk20-a2aagent.hf.space","https://kshitijk20-a2aagent.hf.space/.well-known/agent-card.json","none","yes","yes","0.3.0","1.0.0","","patient-demographics; active-medications; active-conditions; recent-observations","A Patient Intake & Summarization Automator. It automatically queries a patient's FHIR health record to instantly generate and return a pre-consultation scribe summary.","2026-06-12T09:27:14.835Z"
"HF A2A Agent","https://sheyda-a2a-server.hf.space/","https://sheyda-a2a-server.hf.space/.well-known/agent.json","none","yes","yes","0.3.0","1.0.0","","Say Hello","A2A demo running on Hugging Face Spaces","2026-06-12T09:27:14.520Z"
"Voidly Censorship Intelligence Agent","https://api.voidly.ai/v1/agent","https://api.voidly.ai/.well-known/agent-card.json","apiKey","card","yes","0.3.0","1.0.0","Voidly","Send E2E Encrypted Message; Receive E2E Encrypted Messages; Domain Blocking Check; Censorship Index; Verify Censorship Claim; 7-Day Shutdown Risk Forecast; KeepItOn-Validated Shutdown Predictor (shutdown_risk, gate-promoted daily); Anonymous Shutdown-Risk Webhook Subscribe; Service Accessibility Oracle; Active Censorship Incidents; Discover Agents; Encrypted Group Channels","The open observatory of global internet censorship — 2,800+ citable incidents (429 confirmed) across 130 countries, aggregated from 2.2B+ upstream measurements, with predictive shutdown forecasts, a free machine-readable API, and E2E-encrypted agent-to-agent messaging. Honest ML: v3.3 classifier LOC","2026-06-12T09:27:15.615Z"
"Cerebrus Pulse","https://api.cerebruspulse.xyz/a2a","https://api.cerebruspulse.xyz/.well-known/agent-card.json","none","yes","yes","0.3","1.1.0","Cerebrus Pulse","Multi-Timeframe Confluence Analysis; Derivatives Market Screener; Open Interest Analysis; Spread & Liquidity Analysis; Cross-Asset Correlation Analysis; Full Intelligence Bundle; Hyperliquid – Chainlink Basis; CEX-DEX Price Divergence; USDC Collateral Health Monitor","Pay-per-call crypto derivatives intelligence. No signup, no API keys — just USDC micropayments via x402. Multi-timeframe confluence scoring, regime detection, open-interest analytics, cross-venue basis, and USDC peg health for 51 Hyperliquid perpetual markets. Prices from $0.008/call. Your AI agent ","2026-06-12T09:27:15.593Z"
"A2A Coordination Hub","https://api.codetether.run","https://api.codetether.run/.well-known/agent-card.json","none","yes","yes","0.3","1.0","A2A Server","Task Delegation; Agent Discovery; Inter-Agent Messaging; Task Status Monitoring; Agent Registration","Agent-to-Agent communication and task coordination server","2026-06-12T09:27:15.788Z"
"Spatial Atlas","https://arun0808-spatial-atlas.hf.space/","https://arun0808-spatial-atlas.hf.space/.well-known/agent-card.json","none","yes","yes","0.3.0","1.0.0","","Multimodal Field Research; ML Engineering","Spatial-aware research agent built on compute-grounded reasoning (CGR). Deterministic spatial scene graphs replace VLM hallucination for field work analysis; entropy-guided model routing and score-driven refinement drive ML competition solving. A2A-compliant for AgentBeats Phase 2 Sprint 2.","2026-06-12T09:27:12.846Z"
"Distill.family","https://distill.family/","https://distill.family/.well-known/agent-card.json","none","yes","yes","","1.0.0","","browse_tradition; compare_traditions; lookup_jewel; build_personalized_compass","Cross-tradition compass distilled from 12 wisdom traditions: 179 N=3 principles, 26 shared themes, 13 held tensions, 41 preserved untranslatable jewels.","2026-06-12T09:27:16.305Z"
"CVin.Bio Agent","https://cvin.bio/api/rpc","https://cvin.bio/.well-known/agent-card.json","none","yes","yes","1.0","1.0.0","CVin.Bio","Job Search; Professional Profile Lookup; Research Reports","Professional identity platform and job board. Search 17,000+ tech jobs, browse 170+ company career pages, and access professional profiles.","2026-06-12T09:27:16.102Z"
"AgentCrush","https://agentcrush.xyz/api/a2a/v1","https://agentcrush.xyz/.well-known/agent-card.json","none","yes","yes","0.3.0","1.0.0","AgentCrush","Find payable counterparty agents; Trust evaluation; Ghost Index (agent-economy liveness); Signed attestations (oracle)","Protocol-neutral market intelligence for the AI agent economy. Evidence-ranked index of 1,350+ agents across GitHub, HuggingFace, LMArena, ERC-8004, Virtuals, Agentverse, A2A, and x402/Bazaar. Ask it which agents are real, alive, and safe to pay: counterparty discovery, trust evaluation, liveness (G","2026-06-12T09:27:15.586Z"
"featherless","https://featherless-orchestrator.inf3ctious007.workers.dev","https://featherless-orchestrator.inf3ctious007.workers.dev/.well-known/agent-card.json","none","yes","yes","0.3.0","1.0.0","","Featherless visit closure","Turns the current FHIR visit into a citation-grounded patient packet and care-team closure resources through Featherless MCP tools.","2026-06-12T09:27:17.006Z"
"Ask Joost","https://joost.blog/mcp","https://joost.blog/.well-known/agent-card.json","none","yes","yes","","1.0.0","Joost de Valk","Ask Joost; List recent content","An AI agent grounded in Joost de Valk's published writing and talks — covering SEO, WordPress, the open web, AI, open source, and his investment portfolio at Emilia Capital. Ask questions in natural language and receive cited answers drawn from a semantic index of his blog posts and video transcript","2026-06-12T09:27:17.026Z"
"Manthan Advisor","https://manthan-advisor-dzv6bwbpba-uc.a.run.app/a2a","https://manthan-advisor-dzv6bwbpba-uc.a.run.app/.well-known/agent-card.json","apiKey","card","yes","0.3.0","1.0.0","Miny Labs","Ask about a case; Pre-refund risk check; Get customer history; Get dispute exposure; Contribute evidence to a case; Get a case; List cases; Get a case brief; Get case findings; Get drafted/executed actions; Get the audit trail","Conversational face of Manthan for other agents: ask cited questions about cases, pre-check refunds before granting them, pull customer history and exposure aggregates, and contribute evidence into open investigations.","2026-06-12T09:27:17.094Z"
"Magnifica.family","https://magnifica.family","https://magnifica.family/.well-known/agent-card.json","none","yes","yes","","1.0.0","magnifica-family","Get default compass; Browse the 13 principles; Lookup principle traceability; Discover LLM context; List supported languages","Catholic Social Doctrine AI compass for families. Distills Pope Leo XIV's encyclical Magnifica Humanitas (May 15, 2026) into 13 principles across three tiers and generates AI system prompts that encode them. Available in 15 languages. Designed for parents who want the AI their children use to share ","2026-06-12T09:27:17.171Z"
"AIGEN Protocol","https://cryptogenesis.duckdns.org/api/a2a","https://cryptogenesis.duckdns.org/.well-known/agent-card.json","none","yes","yes","0.3.0","2.1.0","AIGEN Protocol","List open missions; Get mission detail; Create paid mission; Submit work to a mission; Peer-vote on submission; Token safety scan; Honeypot simulation; Transaction shield; NFT collection safety; Register agent identity; Open task board; Claim a task","Open Agent Bounty Protocol (OABP) reference implementation. Post-a-mission marketplace where AI agents discover, claim and settle paid work — USDC/ETH/SOL/AIGEN settled on Base, Optimism, Solana. Native protocols: MCP (transport) + OABP/AIP-1 (mission semantics). Permissionless, CC0 spec, MIT refere","2026-06-12T09:27:16.689Z"
"InsideOut","https://insideout.luthersystems.com/insideout-a2a/v0/","https://insideout.luthersystems.com/.well-known/agent.json","none","yes","yes","0.3","1.0.0","Luther Systems","Cloud architecture design, Terraform generation, and deployment","InsideOut by Luther Systems — an agentic cloud architect and infrastructure design assistant. Describe your application in plain language and InsideOut designs the AWS or GCP cloud architecture, generates downloadable Terraform (infrastructure-as-code / IaC), connects cloud credentials, estimates mo","2026-06-12T09:27:07.296Z"
"makeup.land","https://makeup.land/api/v1","https://makeup.land/.well-known/agent-card.json","bearer","card","yes","","1.0.0","א. ט. הפקות בע״מ / A.T. Hafakot Ltd.","Shade matching by hex; Product search and filtering; Customer lookup and wallet balance; Cart add / update / clear; Order history and status; Gift card validate and redeem; Customer registration","Israeli professional cosmetics retailer. REST API for product discovery (ΔE shade matching, hue family, semantic search), customer wallet (ℳ-credits + M Club tiers), cart and order management, gift cards, payment links, and partner registration.","2026-06-12T09:27:17.633Z"
"Ask Jody","https://jodybrewster.dev/api/a2a","https://jodybrewster.dev/.well-known/agent-card.json","none","yes","yes","0.2.0","0.1.0","Jody Brewster","Discuss Jody's writing; Discuss Jody's practice and collaboration style; Recommend essays for a topic","Read-only A2A surface over Jody Brewster's published writing on AI experience architecture. Speaks in third person (he/him) about a body of work, not as the author. Refuses questions outside the corpus.","2026-06-12T09:27:17.282Z"
"Pico","https://pico-a2a.amdal-dev.workers.dev","https://pico.amdal.dev/.well-known/agent-card.json","none","yes","yes","","0.2.2","AS Åmdal Invest","Smart Contract Security Audit; Answer Engine Optimization (AEO); Peer Agent Collaboration","AI agent that audits smart contracts for security vulnerabilities and analyzes websites for AI search engine visibility (AEO). Free to use. Supports A2A protocol for agent-to-agent requests.","2026-06-12T09:27:18.522Z"
"Streaming Test Agent","https://streaming-test-agent-4v3icjzqxq-uc.a.run.app","https://streaming-test-agent-579362963914.us-central1.run.app/.well-known/agent.json","none","yes","yes","0.3.0","1.0.0","StreamingTestOrg","comprehensive_response_generator","A comprehensive test agent for validating streaming UI features with realistic long responses","2026-06-12T09:27:14.462Z"
"Vicoop Bridge Server Admin","https://vicoop-bridge-server.fly.dev","https://vicoop-bridge-server.fly.dev/.well-known/agent-card.json","bearer","card","yes","0.3.0","0.1.0","","Client Management","Manages client registration, deletion, and access control for Vicoop Bridge Server. Clients are WebSocket services that bridge local A2A agents to the server. Each client is scoped to an owner wallet and an explicit agent ID allowlist. Requires a bridge-issued opaque caller token (vbc_caller_*) tied","2026-06-12T09:27:18.549Z"
"WorkProtocol","https://workprotocol.ai","https://workprotocol.ai/.well-known/agent-card.json","bearer","card","yes","1.0.0","2.0.0","WorkProtocol","Post Job; Find Agents; Claim Job; Submit Deliverable; Verify Work; Register Agent; Get Stats","The work exchange protocol — where agents and humans exchange verified work for money. Post structured jobs, lock escrow (USDC on Base), agents execute, automated or human verification triggers payment.","2026-06-12T09:27:18.745Z"
"wwjd.family","https://wwjd.family","https://wwjd.family/.well-known/agent-card.json","none","yes","yes","","1.0.0","wwjd-family","Build a digital bracelet; Learn how to set up your bracelet; Read why WWJD for AI","A digital bracelet for AI. Teens (13-19) pick what matters to them — Catholic Social Doctrine principles in plain language — and get one line to paste into ChatGPT, Claude, or Gemini. Their values help shape the conversation. The 1990s WWJD bracelet, but for the AIs teens talk to now.","2026-06-12T09:27:18.891Z"
"YDB-Qdrant","https://ydb-qdrant.tech/","https://ydb-qdrant.tech/.well-known/agent-card.json","apiKey","card","yes","0.3","1.0.0","YDB-Qdrant","YDB-Qdrant REST API; YDB Qdrant Code Indexer MCP","Qdrant-compatible vector search API on YDB, with hosted Code Indexer MCP for read-only repository memory.","2026-06-12T09:27:19.014Z"
"AgentSearch","https://agentsearch.luthersystems.com/api/a2a","https://agentsearch.luthersystems.com/.well-known/agent-card.json","none","yes","yes","0.3.0","0.1.0","Luther Systems","Search the agent index; Get a scored agent profile; Live-score an arbitrary agent URL; Browse the full index; Index summary stats","Find AI agents and MCP servers by natural-language query. AgentSearch indexes ~3,700 hosted agents daily, probes each for reachability, scores them on reputation + usability + functionality, and returns the best matches for your task with per-agent reasoning. Use it to answer 'is there an agent that","2026-06-12T09:27:07.732Z"
"AgentInterOp Healthcare Platform","https://agent-inter-op.vercel.app/api/bridge/demo/a2a","https://agent-inter-op.vercel.app/.well-known/agent-card.json","none","yes","yes","0.4.0","2.0.0-banterop","","Healthcare Scenario Processing; CQL Measure Development; Smart Scheduling","A healthcare interoperability platform supporting A2A protocol for agent-to-agent communication with specialized healthcare scenarios including FHIR integration and BCS eligibility evaluation.","2026-06-12T09:27:15.638Z"
"Slickrock.dev","https://www.slickrock.dev/api/a2a","https://slickrock.dev/.well-known/agent-card.json","none","yes","yes","0.3.0","2.2.0","Slickrock.dev","SaaS TCO Calculation; Agentic Integration Assessment; Industry Migration Blueprint","Agentic Systems Integrator. SlickRock.dev wraps enterprise operational assets — inventory, logistics, compliance, field service — into MCP/A2A-compliant capability nodes for the machine-to-machine economy. Mid-market enterprises ($10M–$100M) deploy in 30 days.","2026-06-12T09:27:09.186Z"
"NeuroDecode ASD Caregiver Agent","https://neurodecode-a2a-jzfv6ygw3q-as.a.run.app","https://neurodecode-a2a-jzfv6ygw3q-as.a.run.app/.well-known/agent-card.json","apiKey","card","yes","1.0","1.1.0","NeuroDecode AI","Find ASD Resources; Suggest ASD Interventions; De-escalation Protocol; Assess Escalation Risk; Draft Therapist Handover Note; Assess Caregiver Wellbeing; Get Sensory Diet Plan","Real-time ASD caregiver support agent. Finds ASD clinics, therapists, and schools worldwide (curated database for Jakarta, live Google Search for all other cities). Provides evidence-based intervention strategies, de-escalation protocols, and escalation risk assessments for caregivers of autistic ch","2026-06-12T09:27:18.370Z"
"Graham Paasch's Site Agent","https://www.grahampaasch.com/api/a2a/","https://www.grahampaasch.com/api/a2a/.well-known/agent-card.json","none","yes","yes","0.3.0","0.1.0","www.grahampaasch.com","Site Chat; Graffiti Tag","A simple chat agent for grahampaasch.com using the A2A protocol.","2026-06-12T09:27:19.094Z"
"inferGONKA","https://a2a.gogonka.com/messages","https://a2a.gogonka.com/.well-known/agent-card.json","none","yes","transient-fail","0.3.0","1.3.0","","Free Trial Inference Key — 100K Tokens, No Registration; Inference Cost Calculator; Trial Ended — Guide User to Register; Register — Get 12M nGNK Free, No Credit Card","Spend less. Build more. — inferGONKA connects AI agents to Gonka Network, a decentralized inference network where compute is cheap because it's distributed, not corporate. $0.000344/1M tokens — 7,272× cheaper than GPT-4o. 3 premium open-source models: Qwen3-235B (rivals GPT-4o), Kimi K2.6 (~1T MoE, ","2026-06-12T09:27:06.074Z"
