[2026-05-24T08:37:36.932Z] GET http://localhost:3000/admin → 307 (12ms, ?B)
[2026-05-24T08:40:01.410Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:40:01.410Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:40:01.411Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:40:01.411Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:40:03.242Z] GET http://localhost:3000/_next/static/webpack/f814254f6c98d9bc.webpack.hot-update.json → 200 (83ms, 44B)
[2026-05-24T08:40:03.326Z] GET http://localhost:3000/_next/static/webpack/app/layout.f814254f6c98d9bc.hot-update.js → 200 (184ms, 1795B)
[2026-05-24T08:40:03.326Z] GET http://localhost:3000/_next/static/webpack/webpack.f814254f6c98d9bc.hot-update.js → 200 (184ms, 1157B)
[2026-05-24T08:40:03.671Z] GET http://localhost:3000/admin?_rsc=HW2oFm9cWdp1e4Mc → 200 (205ms, 22463B)
[2026-05-24T08:40:03.884Z] GET http://localhost:3000/_next/static/css/app/layout.css?v=1779612003842 → 200 (9ms, 75829B)
[2026-05-24T08:40:08.246Z] GET http://localhost:3000/admin?_rsc=HW2oFm9cWdp1e4Mc → 200 (105ms, 22465B)
[2026-05-24T08:40:08.246Z] GET http://localhost:3000/_next/static/webpack/8455614c0e266820.webpack.hot-update.json → 200 (17ms, 44B)
[2026-05-24T08:40:08.264Z] GET http://localhost:3000/_next/static/webpack/app/layout.8455614c0e266820.hot-update.js → 200 (95ms, 1795B)
[2026-05-24T08:40:08.264Z] GET http://localhost:3000/_next/static/webpack/webpack.8455614c0e266820.hot-update.js → 200 (95ms, 1157B)
[2026-05-24T08:40:08.362Z] GET http://localhost:3000/_next/static/css/app/layout.css?v=1779612008309 → 200 (10ms, 75829B)
[2026-05-24T08:40:09.411Z] GET http://localhost:3000/api/admin/overview → 200 (390ms, 10490B)
[2026-05-24T08:40:09.412Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (457ms, 73159B)
[2026-05-24T08:40:09.412Z] GET http://localhost:3000/api/admin/payments → 200 (345ms, 43987B)
[2026-05-24T08:40:09.412Z] GET http://localhost:3000/api/admin/agents → 200 (482ms, 28322B)
[2026-05-24T08:40:17.422Z] GET http://localhost:3000/api/admin/overview → 200 (444ms, 10490B)
[2026-05-24T08:40:17.422Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:40:17.422Z] GET http://localhost:3000/api/admin/payments → 200 (639ms, 43987B)
[2026-05-24T08:40:17.422Z] GET http://localhost:3000/api/admin/agents → 200 (736ms, 28322B)
[2026-05-24T08:40:17.618Z] GET http://localhost:3000/admin?_rsc=HW2oFm9cWdp1e4Mc → 200 (212ms, 22464B)
[2026-05-24T08:40:17.618Z] GET http://localhost:3000/_next/static/webpack/46d2007359cb3777.webpack.hot-update.json → 200 (28ms, 61B)
[2026-05-24T08:40:17.646Z] GET http://localhost:3000/_next/static/webpack/app/layout.46d2007359cb3777.hot-update.js → 200 (189ms, 1795B)
[2026-05-24T08:40:17.646Z] GET http://localhost:3000/_next/static/webpack/app/admin/page.46d2007359cb3777.hot-update.js → 200 (196ms, 25735B)
[2026-05-24T08:40:17.646Z] GET http://localhost:3000/_next/static/webpack/webpack.46d2007359cb3777.hot-update.js → 200 (202ms, 1157B)
[2026-05-24T08:40:17.866Z] GET http://localhost:3000/_next/static/css/app/layout.css?v=1779612017791 → 200 (4ms, 75829B)
[2026-05-24T08:40:25.435Z] GET http://localhost:3000/api/admin/overview → 200 (316ms, 10490B)
[2026-05-24T08:40:25.435Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (392ms, 73159B)
[2026-05-24T08:40:25.435Z] GET http://localhost:3000/api/admin/payments → 200 (314ms, 43987B)
[2026-05-24T08:40:25.435Z] GET http://localhost:3000/api/admin/agents → 200 (307ms, 28322B)
[2026-05-24T08:40:33.443Z] GET http://localhost:3000/api/admin/overview → 200 (279ms, 10490B)
[2026-05-24T08:40:33.443Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (284ms, 73159B)
[2026-05-24T08:40:33.443Z] GET http://localhost:3000/api/admin/payments → 200 (370ms, 43987B)
[2026-05-24T08:40:33.443Z] GET http://localhost:3000/api/admin/agents → 200 (282ms, 28322B)
[2026-05-24T08:40:40.925Z] GET http://localhost:3000/admin?_rsc=HW2oFm9cWdp1e4Mc → 200 (88ms, 22464B)
[2026-05-24T08:40:40.925Z] GET http://localhost:3000/_next/static/webpack/efdcb4a253dbcb66.webpack.hot-update.json → 200 (13ms, 61B)
[2026-05-24T08:40:40.938Z] GET http://localhost:3000/_next/static/webpack/app/layout.efdcb4a253dbcb66.hot-update.js → 200 (83ms, 1795B)
[2026-05-24T08:40:40.938Z] GET http://localhost:3000/_next/static/webpack/app/admin/page.efdcb4a253dbcb66.hot-update.js → 200 (84ms, 145167B)
[2026-05-24T08:40:40.938Z] GET http://localhost:3000/_next/static/webpack/webpack.efdcb4a253dbcb66.hot-update.js → 200 (82ms, 1157B)
[2026-05-24T08:40:41.040Z] GET http://localhost:3000/_next/static/css/app/layout.css?v=1779612040980 → 200 (?ms, 75829B)
[2026-05-24T08:40:41.446Z] GET http://localhost:3000/api/admin/overview → 200 (247ms, 10490B)
[2026-05-24T08:40:41.446Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (316ms, 73159B)
[2026-05-24T08:40:41.446Z] GET http://localhost:3000/api/admin/payments → 200 (244ms, 43987B)
[2026-05-24T08:40:41.446Z] GET http://localhost:3000/api/admin/agents → 200 (257ms, 28322B)
[2026-05-24T08:40:49.451Z] GET http://localhost:3000/api/admin/overview → 200 (226ms, 10490B)
[2026-05-24T08:40:49.451Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (292ms, 73159B)
[2026-05-24T08:40:49.451Z] GET http://localhost:3000/api/admin/payments → 200 (191ms, 43987B)
[2026-05-24T08:40:49.451Z] GET http://localhost:3000/api/admin/agents → 200 (180ms, 28322B)
[2026-05-24T08:40:57.452Z] GET http://localhost:3000/api/admin/overview → 200 (323ms, 10490B)
[2026-05-24T08:40:57.452Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (402ms, 73159B)
[2026-05-24T08:40:57.452Z] GET http://localhost:3000/api/admin/payments → 200 (290ms, 43987B)
[2026-05-24T08:40:57.453Z] GET http://localhost:3000/api/admin/agents → 200 (286ms, 28322B)
[2026-05-24T08:41:01.480Z] GET http://localhost:3000/_next/static/webpack/e174885dc931c747.webpack.hot-update.json → 200 (122ms, 31B)
[2026-05-24T08:41:01.602Z] GET http://localhost:3000/_next/static/webpack/webpack.e174885dc931c747.hot-update.js → 200 (261ms, 1157B)
[2026-05-24T08:41:02.751Z] GET http://localhost:3000/_next/static/webpack/2d608b267c94788d.webpack.hot-update.json → 200 (493ms, 31B)
[2026-05-24T08:41:03.245Z] GET http://localhost:3000/_next/static/webpack/webpack.2d608b267c94788d.hot-update.js → 200 (25ms, 1157B)
[2026-05-24T08:41:05.453Z] GET http://localhost:3000/api/admin/overview → 200 (405ms, 10490B)
[2026-05-24T08:41:05.453Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (461ms, 73159B)
[2026-05-24T08:41:05.454Z] GET http://localhost:3000/api/admin/payments → 200 (362ms, 43987B)
[2026-05-24T08:41:05.454Z] GET http://localhost:3000/api/admin/agents → 200 (358ms, 28322B)
[2026-05-24T08:41:07.262Z] GET http://localhost:3000/admin?_rsc=HW2oFm9cWdp1e4Mc → pending (?ms, ?B)
[2026-05-24T08:41:07.262Z] GET http://localhost:3000/_next/static/webpack/75c5bf01e2cd8b4b.webpack.hot-update.json → 200 (13ms, 44B)
[2026-05-24T08:41:07.276Z] GET http://localhost:3000/_next/static/webpack/app/layout.75c5bf01e2cd8b4b.hot-update.js → pending (?ms, ?B)
[2026-05-24T08:41:07.276Z] GET http://localhost:3000/_next/static/webpack/webpack.75c5bf01e2cd8b4b.hot-update.js → pending (?ms, ?B)
[2026-05-24T08:41:07.331Z] GET http://localhost:3000/_next/static/chunks/app/page.js → 200 (66ms, 4272049B)
[2026-05-24T08:41:07.332Z] GET http://localhost:3000/_next/static/css/app/layout.css?v=1779612067304 → 200 (9ms, 75829B)
[2026-05-24T08:41:13.454Z] GET http://localhost:3000/api/admin/overview → 200 (384ms, 10490B)
[2026-05-24T08:41:13.455Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (539ms, 73159B)
[2026-05-24T08:41:13.455Z] GET http://localhost:3000/api/admin/payments → 200 (352ms, 43987B)
[2026-05-24T08:41:13.455Z] GET http://localhost:3000/api/admin/agents → 200 (363ms, 28322B)
[2026-05-24T08:41:21.454Z] GET http://localhost:3000/api/admin/overview → 200 (205ms, 10490B)
[2026-05-24T08:41:21.454Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (273ms, 73159B)
[2026-05-24T08:41:21.454Z] GET http://localhost:3000/api/admin/payments → 200 (225ms, 43987B)
[2026-05-24T08:41:21.454Z] GET http://localhost:3000/api/admin/agents → 200 (203ms, 28322B)
[2026-05-24T08:41:29.455Z] GET http://localhost:3000/api/admin/overview → 200 (195ms, 10490B)
[2026-05-24T08:41:29.455Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (275ms, 73159B)
[2026-05-24T08:41:29.455Z] GET http://localhost:3000/api/admin/payments → 200 (272ms, 43987B)
[2026-05-24T08:41:29.455Z] GET http://localhost:3000/api/admin/agents → 200 (269ms, 28322B)
[2026-05-24T08:41:35.060Z] GET http://localhost:3000/admin?_rsc=HW2oFm9cWdp1e4Mc → 200 (32ms, 22492B)
[2026-05-24T08:41:35.060Z] GET http://localhost:3000/_next/static/webpack/07e289864baafc50.webpack.hot-update.json → 200 (13ms, 44B)
[2026-05-24T08:41:35.074Z] GET http://localhost:3000/_next/static/webpack/app/layout.07e289864baafc50.hot-update.js → 200 (23ms, 1795B)
[2026-05-24T08:41:35.074Z] GET http://localhost:3000/_next/static/webpack/webpack.07e289864baafc50.hot-update.js → 200 (23ms, 1157B)
[2026-05-24T08:41:35.101Z] GET http://localhost:3000/_next/static/css/app/layout.css?v=1779612095086 → 200 (8ms, 75829B)
[2026-05-24T08:41:37.455Z] GET http://localhost:3000/api/admin/overview → 200 (320ms, 10490B)
[2026-05-24T08:41:37.455Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (343ms, 73159B)
[2026-05-24T08:41:37.455Z] GET http://localhost:3000/api/admin/payments → 200 (243ms, 43987B)
[2026-05-24T08:41:37.455Z] GET http://localhost:3000/api/admin/agents → 200 (253ms, 28322B)
[2026-05-24T08:41:45.455Z] GET http://localhost:3000/api/admin/overview → 200 (193ms, 10490B)
[2026-05-24T08:41:45.455Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (288ms, 73159B)
[2026-05-24T08:41:45.455Z] GET http://localhost:3000/api/admin/payments → 200 (200ms, 43987B)
[2026-05-24T08:41:45.455Z] GET http://localhost:3000/api/admin/agents → 200 (210ms, 28322B)
[2026-05-24T08:41:49.681Z] GET http://localhost:3000/_next/static/webpack/dd0d1290d1401926.webpack.hot-update.json → 200 (32ms, 62B)
[2026-05-24T08:41:49.713Z] GET http://localhost:3000/_next/static/webpack/app/layout.dd0d1290d1401926.hot-update.js → 200 (158ms, 1795B)
[2026-05-24T08:41:49.713Z] GET http://localhost:3000/_next/static/webpack/webpack.dd0d1290d1401926.hot-update.js → 200 (191ms, 1157B)
[2026-05-24T08:41:50.577Z] GET http://localhost:3000/admin?_rsc=HW2oFm9cWdp1e4Mc → 200 (63ms, ?B)
[2026-05-24T08:41:50.652Z] GET http://localhost:3000/_next/static/css/app/layout.css?v=1779612110623 → 200 (8ms, 75829B)
[2026-05-24T08:41:53.454Z] GET http://localhost:3000/api/admin/overview → 200 (225ms, 10490B)
[2026-05-24T08:41:53.454Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (314ms, 73159B)
[2026-05-24T08:41:53.454Z] GET http://localhost:3000/api/admin/payments → 200 (249ms, 43987B)
[2026-05-24T08:41:53.454Z] GET http://localhost:3000/api/admin/agents → 200 (232ms, 28322B)
[2026-05-24T08:42:01.456Z] GET http://localhost:3000/api/admin/overview → 200 (255ms, 10490B)
[2026-05-24T08:42:01.456Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (301ms, 73159B)
[2026-05-24T08:42:01.456Z] GET http://localhost:3000/api/admin/payments → 200 (257ms, 43987B)
[2026-05-24T08:42:01.456Z] GET http://localhost:3000/api/admin/agents → 200 (249ms, 28322B)
[2026-05-24T08:42:09.456Z] GET http://localhost:3000/api/admin/overview → 200 (244ms, 10490B)
[2026-05-24T08:42:09.456Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (323ms, 73159B)
[2026-05-24T08:42:09.456Z] GET http://localhost:3000/api/admin/payments → 200 (246ms, 43987B)
[2026-05-24T08:42:09.456Z] GET http://localhost:3000/api/admin/agents → 200 (235ms, 28322B)
[2026-05-24T08:42:17.455Z] GET http://localhost:3000/api/admin/overview → 200 (248ms, 10490B)
[2026-05-24T08:42:17.455Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (267ms, 73159B)
[2026-05-24T08:42:17.455Z] GET http://localhost:3000/api/admin/payments → 200 (260ms, 43987B)
[2026-05-24T08:42:17.455Z] GET http://localhost:3000/api/admin/agents → 200 (250ms, 28322B)
[2026-05-24T08:42:18.254Z] GET http://localhost:3000/_next/static/webpack/6c39f193684caa20.webpack.hot-update.json → 200 (83ms, 31B)
[2026-05-24T08:42:18.337Z] GET http://localhost:3000/_next/static/webpack/webpack.6c39f193684caa20.hot-update.js → pending (?ms, ?B)
[2026-05-24T08:42:25.455Z] GET http://localhost:3000/api/admin/overview → 200 (251ms, 10490B)
[2026-05-24T08:42:25.455Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (370ms, 73159B)
[2026-05-24T08:42:25.455Z] GET http://localhost:3000/api/admin/payments → 200 (263ms, 43987B)
[2026-05-24T08:42:25.455Z] GET http://localhost:3000/api/admin/agents → 200 (258ms, 28322B)
[2026-05-24T08:42:33.456Z] GET http://localhost:3000/api/admin/overview → 200 (241ms, 10490B)
[2026-05-24T08:42:33.456Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (298ms, 73159B)
[2026-05-24T08:42:33.456Z] GET http://localhost:3000/api/admin/payments → 200 (240ms, 43987B)
[2026-05-24T08:42:33.456Z] GET http://localhost:3000/api/admin/agents → 200 (232ms, 28322B)
[2026-05-24T08:42:41.457Z] GET http://localhost:3000/api/admin/overview → 200 (248ms, 10490B)
[2026-05-24T08:42:41.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (254ms, 73159B)
[2026-05-24T08:42:41.457Z] GET http://localhost:3000/api/admin/payments → 200 (252ms, 43987B)
[2026-05-24T08:42:41.457Z] GET http://localhost:3000/api/admin/agents → 200 (244ms, 28322B)
[2026-05-24T08:42:49.455Z] GET http://localhost:3000/api/admin/overview → 200 (272ms, 10490B)
[2026-05-24T08:42:49.455Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (286ms, 73159B)
[2026-05-24T08:42:49.455Z] GET http://localhost:3000/api/admin/payments → 200 (211ms, 43987B)
[2026-05-24T08:42:49.455Z] GET http://localhost:3000/api/admin/agents → 200 (215ms, 28322B)
[2026-05-24T08:42:57.456Z] GET http://localhost:3000/api/admin/overview → 200 (195ms, 10490B)
[2026-05-24T08:42:57.456Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (275ms, 73159B)
[2026-05-24T08:42:57.456Z] GET http://localhost:3000/api/admin/payments → 200 (208ms, 43987B)
[2026-05-24T08:42:57.456Z] GET http://localhost:3000/api/admin/agents → 200 (200ms, 28322B)
[2026-05-24T08:43:05.458Z] GET http://localhost:3000/api/admin/overview → 200 (216ms, 10490B)
[2026-05-24T08:43:05.458Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (312ms, 73159B)
[2026-05-24T08:43:05.458Z] GET http://localhost:3000/api/admin/payments → 200 (219ms, 43987B)
[2026-05-24T08:43:05.458Z] GET http://localhost:3000/api/admin/agents → 200 (215ms, 28322B)
[2026-05-24T08:43:13.456Z] GET http://localhost:3000/api/admin/overview → 200 (296ms, 10490B)
[2026-05-24T08:43:13.456Z] GET http://localhost:3000/api/admin/tasks?limit=100 → 200 (312ms, 73159B)
[2026-05-24T08:43:13.456Z] GET http://localhost:3000/api/admin/payments → 200 (221ms, 43987B)
[2026-05-24T08:43:13.456Z] GET http://localhost:3000/api/admin/agents → 200 (219ms, 28322B)
[2026-05-24T08:43:21.456Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:43:21.456Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:43:21.456Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:43:21.456Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:43:29.456Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:43:29.456Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:43:29.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:43:29.457Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:43:37.456Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:43:37.456Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:43:37.456Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:43:37.456Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:43:45.455Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:43:45.455Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:43:45.455Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:43:45.455Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:43:52.767Z] GET http://localhost:3000/admin?_rsc=HW2oFm9cWdp1e4Mc → 200 (107ms, 22459B)
[2026-05-24T08:43:52.767Z] GET http://localhost:3000/_next/static/webpack/ce682381a8d0ba14.webpack.hot-update.json → 200 (17ms, 624B)
[2026-05-24T08:43:52.784Z] GET http://localhost:3000/_next/static/webpack/app/layout.ce682381a8d0ba14.hot-update.js → 200 (97ms, 1795B)
[2026-05-24T08:43:52.784Z] GET http://localhost:3000/_next/static/webpack/webpack.ce682381a8d0ba14.hot-update.js → 200 (97ms, 1157B)
[2026-05-24T08:43:52.884Z] GET http://localhost:3000/_next/static/css/app/layout.css?v=1779612232835 → 200 (9ms, 75829B)
[2026-05-24T08:43:53.456Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:43:53.456Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:43:53.456Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:43:53.456Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:44:01.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:44:01.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:44:01.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:44:01.457Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:44:09.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:44:09.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:44:09.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:44:09.458Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:44:17.458Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:44:17.458Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:44:17.458Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:44:17.458Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:44:25.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:44:25.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:44:25.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:44:25.458Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:44:33.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:44:33.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:44:33.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:44:33.457Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:44:41.460Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:44:41.460Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:44:41.460Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:44:41.460Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:44:49.459Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:44:49.459Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:44:49.459Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:44:49.459Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:44:57.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:44:57.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:44:57.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:44:57.457Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:45:01.343Z] GET http://localhost:3000/_next/static/webpack/6ea7976c53fd2675.webpack.hot-update.json → 200 (30ms, 62B)
[2026-05-24T08:45:01.374Z] GET http://localhost:3000/_next/static/webpack/app/layout.6ea7976c53fd2675.hot-update.js → 200 (133ms, 1795B)
[2026-05-24T08:45:01.374Z] GET http://localhost:3000/_next/static/webpack/webpack.6ea7976c53fd2675.hot-update.js → 200 (134ms, 1157B)
[2026-05-24T08:45:02.236Z] GET http://localhost:3000/admin?_rsc=HW2oFm9cWdp1e4Mc → 200 (89ms, 22460B)
[2026-05-24T08:45:02.337Z] GET http://localhost:3000/_next/static/css/app/layout.css?v=1779612302294 → 200 (8ms, 75829B)
[2026-05-24T08:45:05.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:45:05.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:45:05.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:45:05.457Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:45:13.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:45:13.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:45:13.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:45:13.457Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:45:21.458Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:45:21.458Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:45:21.458Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:45:21.458Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:45:29.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:45:29.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:45:29.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:45:29.457Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:45:37.458Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:45:37.458Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:45:37.458Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:45:37.458Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:45:45.458Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:45:45.458Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:45:45.458Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:45:45.458Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:45:51.450Z] GET http://localhost:3000/_next/static/webpack/334f60e33aae6a12.webpack.hot-update.json → 200 (213ms, 31B)
[2026-05-24T08:45:51.664Z] GET http://localhost:3000/_next/static/webpack/webpack.334f60e33aae6a12.hot-update.js → 200 (10ms, 1157B)
[2026-05-24T08:45:53.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:45:53.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:45:53.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:45:53.457Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:46:01.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:46:01.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:46:01.457Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:46:01.457Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
[2026-05-24T08:46:09.456Z] GET http://localhost:3000/api/admin/overview → 200 (245ms, ?B)
[2026-05-24T08:46:09.456Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:46:09.456Z] GET http://localhost:3000/api/admin/payments → pending (?ms, ?B)
[2026-05-24T08:46:09.456Z] GET http://localhost:3000/api/admin/agents → 200 (243ms, 28322B)
[2026-05-24T08:46:17.457Z] GET http://localhost:3000/api/admin/overview → pending (?ms, ?B)
[2026-05-24T08:46:17.457Z] GET http://localhost:3000/api/admin/tasks?limit=100 → pending (?ms, ?B)
[2026-05-24T08:46:17.457Z] GET http://localhost:3000/api/admin/payments → 200 (249ms, 43987B)
[2026-05-24T08:46:17.457Z] GET http://localhost:3000/api/admin/agents → pending (?ms, ?B)
